"animalID","AgeYears","season","BirthDate","Precision"
14881,7,2009,2009-01-22,7
14881,8,2010,2010-01-16,1
14881,9,2011,2011-01-24,7
14881,11,2013,2013-02-01,14
14883,4,2006,NA,NA
14883,5,2007,2007-01-18,1
14883,6,2008,2008-02-01,9
14883,7,2009,2009-02-04,7
14883,8,2010,2010-02-07,5
14883,9,2011,2011-02-05,1
14887,4,2006,2006-01-25,11
14887,5,2007,NA,NA
14887,6,2008,2008-01-23,NA
14887,8,2010,2010-01-17,1
14887,9,2011,2011-01-18,5
14887,10,2012,2012-01-23,5
14887,11,2013,2013-01-29,NA
14887,12,2014,2014-01-19,2
14906,5,2001,2001-02-08,NA
14906,6,2002,2002-01-20,4
14906,8,2004,2004-01-22,2
14906,9,2005,2005-02-07,18
14906,12,2008,2008-01-19,7
14937,5,2001,2001-01-16,2
14937,7,2003,2003-01-06,2
14937,8,2004,2004-01-09,4
14937,9,2005,2005-01-26,19
14937,10,2006,2006-01-10,NA
14958,4,2000,2000-02-21,3
14980,5,2001,2001-01-21,4
15001,3,1999,NA,NA
15001,4,2000,2000-01-28,NA
15001,5,2001,2001-01-16,2
15001,6,2002,2002-01-15,NA
15001,7,2003,2003-01-24,5
15001,9,2005,NA,NA
15001,10,2006,NA,NA
15001,11,2007,2007-01-19,2
15001,12,2008,2008-02-09,NA
15001,13,2009,NA,NA
15001,14,2010,NA,NA
15007,4,2000,2000-01-20,1
15007,8,2004,2003-12-31,1
15007,9,2005,2005-02-01,NA
15007,10,2006,NA,NA
15009,4,2000,2000-01-28,24
15009,5,2001,2001-01-14,1
15009,6,2002,2002-01-16,NA
15009,7,2003,2003-02-09,16
15009,8,2004,2004-01-16,3
15009,9,2005,2005-01-27,NA
15009,10,2006,2006-01-27,NA
15017,3,1999,NA,NA
15030,3,1999,NA,NA
15035,4,2000,2000-02-04,NA
15035,5,2001,2001-01-24,2
15035,6,2002,2002-01-23,4
15035,7,2003,2003-01-26,2
15035,9,2005,2005-01-19,NA
15035,10,2006,2006-02-09,22
15035,11,2007,2007-02-01,1
15035,12,2008,2008-02-12,6
15035,14,2010,NA,NA
15037,4,2000,2000-02-01,12
15037,5,2001,2001-01-25,4
15037,6,2002,2002-02-01,NA
15037,7,2003,2003-01-20,NA
15049,4,2000,2000-01-12,1
15049,5,2001,2001-01-16,2
15049,6,2002,2002-01-18,2
15049,9,2005,2005-01-12,6
15054,3,1999,NA,NA
15056,3,1999,NA,NA
15056,4,2000,2000-02-01,NA
15098,3,2000,2000-02-21,7
15098,4,2001,2001-01-24,2
15130,4,2001,2001-01-15,3
15130,6,2003,2002-12-29,NA
15144,5,2002,NA,NA
15144,6,2003,2003-02-05,NA
15144,7,2004,2004-02-17,NA
15166,4,2001,NA,NA
15166,5,2002,2002-01-09,NA
15166,6,2003,2002-12-31,NA
15166,8,2005,NA,NA
15166,9,2006,2005-12-29,NA
15166,11,2008,NA,NA
15212,4,2001,2001-01-25,7
15212,5,2002,NA,NA
15212,6,2003,2003-01-27,NA
15218,4,2001,2001-01-30,NA
15245,5,2002,2002-02-04,7
15245,6,2003,2003-01-29,NA
15245,7,2004,2004-01-29,4
15245,8,2005,2005-02-16,NA
15245,9,2006,2006-02-09,2
15279,4,2001,2001-01-31,NA
15279,5,2002,2002-02-03,NA
15313,7,2003,NA,NA
15316,3,1999,NA,NA
15316,4,2000,2000-02-01,NA
15316,7,2003,2003-02-14,8
15316,8,2004,2004-02-03,NA
15316,9,2005,2005-01-30,1
15316,10,2006,NA,NA
15316,11,2007,2007-01-19,5
15340,4,2001,2001-01-13,1
15340,5,2002,2002-01-16,1
15340,6,2003,2003-01-27,NA
15340,7,2004,NA,NA
15340,8,2005,NA,NA
15340,9,2006,NA,NA
15340,10,2007,2007-01-09,1
15340,11,2008,2008-01-13,1
15383,4,2001,2001-02-08,NA
15383,6,2003,2003-02-01,NA
15383,7,2004,2004-01-11,6
15383,8,2005,2005-01-04,NA
15383,9,2006,NA,NA
15391,4,2001,2001-01-21,6
15391,5,2002,NA,NA
15391,7,2004,2004-01-05,5
15391,8,2005,2005-02-01,26
15391,9,2006,2006-01-11,1
15391,10,2007,NA,NA
15391,12,2009,NA,NA
15391,13,2010,NA,NA
15391,14,2011,2011-01-12,1
15391,15,2012,2012-01-13,5
15435,6,2003,2003-01-31,NA
15435,8,2005,2005-02-25,3
15435,14,2011,2011-02-26,NA
15435,19,2016,2016-01-26,5
15452,4,2001,2001-01-10,2
15452,5,2002,2002-01-23,4
15482,4,2001,2001-01-06,3
15482,6,2003,2003-02-01,NA
15482,8,2005,NA,NA
15482,9,2006,2006-02-06,NA
15495,4,2002,2002-02-03,NA
15495,5,2003,2003-01-26,11
15495,6,2004,2004-01-23,7
15495,7,2005,2005-02-04,20
15495,8,2006,NA,NA
15495,9,2007,NA,NA
15495,10,2008,2008-02-10,NA
15495,11,2009,2009-02-12,NA
15495,12,2010,2010-02-05,12
15495,13,2011,2011-01-29,NA
15540,5,2003,2003-01-21,9
15544,5,2003,2003-01-23,6
15593,7,2005,NA,NA
15598,4,2002,NA,NA
15609,5,2003,2003-01-21,NA
15609,6,2004,2004-01-29,6
15609,7,2005,2005-01-30,NA
15609,8,2006,2006-01-10,1
15609,9,2007,2007-01-25,3
15609,10,2008,2008-01-24,1
15609,11,2009,2009-02-04,8
15617,4,2002,2002-01-22,2
15617,5,2003,2003-01-29,NA
15627,6,2004,2004-02-10,NA
15676,4,2002,2001-12-31,5
15676,5,2003,2002-12-31,2
15676,6,2004,2003-12-30,2
15676,7,2005,2005-01-04,7
15676,8,2006,2006-01-09,1
15676,11,2009,NA,NA
15685,6,2004,2004-01-21,9
15685,8,2006,NA,NA
15685,9,2007,2007-01-29,1
15693,4,2002,2002-01-25,NA
15693,5,2003,2003-01-07,1
15701,4,2002,2002-01-15,6
15701,5,2003,2003-01-20,5
15701,7,2005,2005-01-10,4
15701,8,2006,2006-01-09,1
15701,9,2007,2007-01-20,1
15701,10,2008,2008-02-06,19
15701,11,2009,2009-01-14,1
15701,12,2010,2010-01-09,1
15701,13,2011,2011-01-15,1
15701,14,2012,2012-01-18,2
15701,15,2013,2013-01-12,5
15701,16,2014,2014-01-28,7
15701,17,2015,NA,NA
15701,18,2016,NA,NA
15706,4,2002,2002-02-02,NA
15706,5,2003,2003-01-31,1
15706,6,2004,2004-01-22,1
15706,7,2005,2005-01-28,1
15706,8,2006,2006-01-31,13
15706,9,2007,2007-01-19,NA
15706,10,2008,2008-02-14,25
15706,11,2009,2009-01-13,1
15706,12,2010,2010-01-21,6
15706,13,2011,2011-01-23,1
15706,14,2012,NA,NA
15706,15,2013,2013-01-18,4
15706,16,2014,2014-01-15,1
15706,17,2015,NA,NA
15706,18,2016,NA,NA
15706,19,2017,NA,NA
15727,4,2002,2002-01-06,1
15727,5,2003,NA,NA
15727,7,2005,2005-01-24,3
15742,4,2002,2002-01-30,1
15742,5,2003,2003-01-27,3
15742,7,2005,NA,NA
15742,8,2006,NA,NA
15747,4,2002,2002-01-01,1
15747,12,2010,NA,NA
15756,4,2002,2002-01-11,2
15763,3,2001,NA,NA
15778,4,2002,2002-01-25,9
15778,5,2003,2003-01-24,4
15778,6,2004,2004-01-23,1
15778,12,2010,2010-02-02,1
15778,17,2015,NA,NA
15778,18,2016,NA,NA
15787,5,2003,2003-01-19,5
15787,7,2005,2005-01-17,2
15787,8,2006,2006-01-16,2
15787,9,2007,2007-01-11,NA
15787,11,2009,2009-01-10,9
15787,12,2010,2010-01-07,8
15787,13,2011,2011-01-07,1
15787,14,2012,2012-01-18,NA
15793,5,2003,2003-02-01,NA
15793,6,2004,2004-02-19,NA
15793,7,2005,2005-02-07,1
15793,8,2006,NA,NA
15793,9,2007,2007-02-04,6
15793,10,2008,NA,NA
15793,11,2009,2009-02-02,7
15793,12,2010,NA,NA
15793,13,2011,2011-01-17,1
15793,14,2012,NA,NA
15793,15,2013,2013-01-29,7
15793,17,2015,NA,NA
15801,5,2003,2003-02-15,NA
15801,6,2004,2004-02-01,4
15801,7,2005,2005-02-01,8
15801,9,2007,2007-01-17,5
15801,11,2009,NA,NA
15805,11,2009,2009-01-13,4
15805,12,2010,2010-01-12,1
15805,13,2011,2011-01-17,3
15805,14,2012,2012-01-15,2
15814,3,2001,NA,NA
15814,4,2002,2002-01-25,9
15814,5,2003,2003-01-23,2
15814,6,2004,2004-01-25,8
15814,7,2005,2005-01-21,1
15814,8,2006,2006-02-09,23
15814,10,2008,2008-01-14,1
15814,12,2010,2010-01-06,1
15814,13,2011,2011-01-11,1
15814,14,2012,2012-01-18,3
15814,15,2013,2013-01-20,2
15814,16,2014,NA,NA
15815,11,2009,NA,NA
15836,5,2003,2003-01-17,1
15849,4,2002,2002-01-09,NA
15849,5,2003,NA,NA
15849,7,2005,2005-01-15,NA
15849,8,2006,NA,NA
15849,9,2007,2007-01-22,1
15850,4,2002,2002-01-09,1
15850,6,2004,2004-01-06,NA
15850,7,2005,NA,NA
15855,8,2006,NA,NA
15855,10,2008,NA,NA
15863,4,2002,2002-01-11,5
15863,5,2003,2003-01-18,4
15863,7,2005,2005-01-19,NA
15863,8,2006,2006-02-09,NA
15863,9,2007,2007-01-26,1
15863,10,2008,NA,NA
15873,4,2002,2002-02-10,13
15873,5,2003,2003-02-04,1
15883,10,2008,NA,NA
15883,16,2014,NA,NA
15891,4,2002,NA,NA
15891,5,2003,2003-01-13,1
15891,6,2004,2004-01-26,NA
15891,7,2005,2005-02-09,16
15891,8,2006,2006-02-03,10
15891,9,2007,NA,NA
15891,10,2008,NA,NA
15891,12,2010,2010-01-15,3
15891,13,2011,NA,NA
15911,4,2002,2002-01-10,1
15911,6,2004,2004-01-16,3
15911,7,2005,2005-01-17,3
15911,8,2006,2006-01-21,1
15911,9,2007,NA,NA
15921,4,2002,2002-01-03,8
15921,5,2003,2003-01-14,8
15921,6,2004,NA,NA
15921,7,2005,2005-01-10,4
15943,4,2002,NA,NA
15943,5,2003,2003-01-12,1
15943,7,2005,2005-01-26,2
15943,8,2006,2006-02-03,3
15943,9,2007,2007-02-04,11
15943,11,2009,2009-01-28,6
15943,12,2010,2010-02-03,10
15943,13,2011,2011-01-31,2
15943,14,2012,2012-01-28,2
15943,15,2013,NA,NA
15943,16,2014,2014-01-21,1
15962,12,2010,2010-01-11,NA
15989,4,2003,2003-01-08,NA
15989,6,2005,2005-01-10,6
15989,7,2006,2006-02-03,NA
15989,9,2008,2008-02-10,NA
15989,11,2010,2010-01-12,5
15996,4,2003,2003-02-10,3
15996,5,2004,2004-01-11,NA
15996,7,2006,NA,NA
16029,4,2003,2003-01-24,24
16029,5,2004,2004-01-11,1
16029,6,2005,NA,NA
16029,8,2007,2007-01-01,NA
16089,3,2002,2002-01-11,2
16089,4,2003,2003-01-23,8
16089,5,2004,2004-01-19,3
16089,7,2006,NA,NA
16133,10,2009,NA,NA
16133,13,2012,NA,NA
16133,14,2013,NA,NA
16133,19,2018,NA,NA
16134,14,2013,NA,NA
16134,15,2014,NA,NA
16142,4,2003,2003-01-04,3
16142,5,2004,NA,NA
16142,6,2005,2005-01-27,29
16142,7,2006,NA,NA
16142,8,2007,2007-01-07,NA
16142,9,2008,NA,NA
16142,10,2009,2009-01-10,1
16142,11,2010,2010-01-11,2
16142,12,2011,2011-01-10,3
16151,9,2008,NA,NA
16151,14,2013,NA,NA
16157,4,2003,2003-01-20,1
16157,5,2004,2004-01-17,NA
16157,6,2005,2005-01-21,1
16157,7,2006,2006-02-12,NA
16157,8,2007,NA,NA
16157,9,2008,2008-01-19,3
16157,10,2009,2009-01-15,1
16157,11,2010,2010-01-11,1
16157,12,2011,2011-01-17,1
16157,13,2012,2012-01-21,3
16157,14,2013,2013-01-20,1
16157,15,2014,2014-02-13,29
16157,16,2015,NA,NA
16162,5,2004,2004-01-18,NA
16162,6,2005,NA,NA
16162,7,2006,2006-01-15,11
16190,4,2003,2003-01-14,3
16190,5,2004,NA,NA
16218,4,2003,2003-01-23,3
16218,5,2004,2004-02-08,NA
16218,6,2005,2005-02-03,2
16218,7,2006,2006-02-03,7
16218,8,2007,2007-01-21,2
16218,9,2008,2008-02-01,NA
16218,10,2009,2009-02-14,NA
16218,11,2010,2010-01-31,6
16218,12,2011,2011-01-18,1
16218,13,2012,2012-01-30,3
16218,14,2013,NA,NA
16218,15,2014,2014-01-16,2
16218,17,2016,NA,NA
16236,4,2003,2003-02-08,8
16236,5,2004,2004-01-22,2
16236,6,2005,2005-02-03,10
16236,8,2007,NA,NA
16236,9,2008,2008-01-22,1
16236,10,2009,2009-01-24,4
16236,11,2010,2010-01-31,5
16236,12,2011,2011-01-24,1
16236,13,2012,2012-01-22,1
16236,14,2013,2013-01-20,5
16236,15,2014,2014-01-19,3
16236,16,2015,NA,NA
16236,17,2016,NA,NA
16237,5,2004,2004-01-31,NA
16237,7,2006,NA,NA
16237,8,2007,2007-02-04,20
16237,9,2008,NA,NA
16237,10,2009,NA,NA
16237,11,2010,2010-01-26,4
16237,12,2011,2011-01-19,1
16237,13,2012,2012-01-28,30
16237,14,2013,2013-01-28,6
16237,15,2014,NA,NA
16239,4,2003,2003-01-20,2
16239,5,2004,2004-01-30,7
16242,10,2009,2009-02-01,6
16242,11,2010,2010-01-22,NA
16242,12,2011,2011-01-23,NA
16242,13,2012,NA,NA
16242,15,2014,NA,NA
16242,16,2015,NA,NA
16258,4,2003,2003-01-13,1
16258,5,2004,2004-01-28,7
16258,6,2005,2005-02-07,18
16258,7,2006,2006-01-25,1
16258,8,2007,2007-02-06,12
16258,9,2008,2008-01-18,1
16258,10,2009,2009-01-18,1
16266,4,2003,2003-02-09,NA
16266,6,2005,2005-02-01,8
16266,8,2007,2007-02-16,NA
16275,4,2003,2003-01-26,2
16275,5,2004,2004-01-25,4
16295,4,2003,2003-01-15,4
16295,5,2004,2004-01-18,1
16295,6,2005,2005-02-04,16
16295,7,2006,2006-01-27,3
16295,8,2007,2007-01-29,NA
16295,9,2008,2008-02-01,NA
16320,7,2007,NA,NA
16322,5,2005,NA,NA
16322,6,2006,2006-01-31,16
16322,7,2007,NA,NA
16322,8,2008,2008-01-20,2
16322,9,2009,2009-01-27,4
16322,10,2010,2010-01-16,1
16330,3,2005,NA,NA
16334,3,2005,NA,NA
16334,4,2006,2006-01-09,7
16334,5,2007,2007-01-19,2
16334,6,2008,2008-01-23,3
16334,7,2009,NA,NA
16335,4,2004,2004-01-07,2
16335,5,2005,2005-01-24,NA
16335,6,2006,2006-01-15,2
16335,8,2008,2008-01-18,NA
16335,9,2009,2009-01-12,2
16336,4,2006,NA,NA
16339,4,2006,2006-01-06,1
16339,5,2007,2007-02-13,NA
16339,6,2008,2008-02-15,NA
16339,7,2009,2009-02-04,13
16339,8,2010,2010-01-22,1
16339,9,2011,2011-01-23,1
16339,10,2012,NA,NA
16340,3,2005,NA,NA
16359,3,2005,NA,NA
16359,4,2006,2006-02-15,1
16359,5,2007,2007-01-29,1
16359,6,2008,2008-02-01,8
16359,7,2009,2009-01-20,5
16359,8,2010,2010-01-24,1
16359,9,2011,NA,NA
16384,3,2003,2003-02-08,NA
16391,3,2003,2003-01-12,NA
16401,5,2005,2005-02-08,14
16401,6,2006,2006-02-14,4
16411,4,2004,2004-01-22,NA
16411,6,2006,2006-01-09,NA
16411,9,2009,2009-01-12,4
16411,11,2011,2011-01-10,2
16411,12,2012,2012-01-10,1
16411,13,2013,2013-01-12,1
16411,14,2014,2014-01-20,3
16411,15,2015,2015-01-13,1
16411,17,2017,2017-01-10,1
16412,4,2004,NA,NA
16412,5,2005,2005-01-15,9
16429,6,2006,2006-01-11,1
16429,7,2007,NA,NA
16429,8,2008,2008-01-19,7
16429,10,2010,2010-01-14,4
16429,11,2011,2011-01-06,1
16429,12,2012,2012-01-02,2
16429,13,2013,2013-01-08,7
16429,14,2014,2014-01-11,1
16429,15,2015,NA,NA
16434,4,2003,2003-01-12,1
16434,5,2004,2004-01-23,4
16434,6,2005,2005-01-20,1
16434,7,2006,2006-01-31,22
16434,9,2008,2008-01-14,1
16434,10,2009,2009-01-10,2
16434,11,2010,2010-01-11,3
16434,12,2011,2011-01-13,1
16434,13,2012,2012-01-25,1
16434,14,2013,NA,NA
16434,15,2014,2014-01-03,3
16434,16,2015,2015-02-14,2
16434,17,2016,2016-01-19,1
16434,18,2017,2017-02-09,13
16434,19,2018,NA,NA
16434,20,2019,2019-01-16,4
16464,4,2004,2004-01-05,1
16464,5,2005,2005-01-30,15
16464,6,2006,2006-01-20,6
16464,7,2007,2007-02-15,NA
16464,9,2009,2009-01-24,4
16464,10,2010,2010-01-24,1
16464,11,2011,2011-01-24,1
16464,12,2012,2012-01-21,3
16470,10,2010,2010-01-10,NA
16489,3,2003,NA,NA
16489,5,2005,2005-01-15,NA
16489,6,2006,2006-01-24,NA
16489,7,2007,2007-01-20,1
16496,4,2004,2004-01-17,NA
16496,5,2005,2005-01-27,3
16496,6,2006,2006-01-24,15
16496,7,2007,NA,NA
16496,10,2010,2010-01-31,NA
16496,11,2011,2011-01-24,4
16496,12,2012,2012-02-12,NA
16496,20,2020,NA,NA
16496,21,2021,NA,NA
16500,5,2005,2005-01-25,1
16500,6,2006,2006-02-23,NA
16503,4,2004,2004-01-13,1
16503,5,2005,2005-02-10,23
16503,6,2006,2006-01-24,2
16503,7,2007,2007-01-11,2
16503,8,2008,2008-01-14,NA
16531,3,2003,2003-01-19,4
16545,4,2004,2004-01-25,2
16545,5,2005,2005-01-29,5
16545,6,2006,2006-01-27,2
16545,7,2007,NA,NA
16545,8,2008,NA,NA
16545,9,2009,NA,NA
16545,10,2010,2010-01-06,2
16545,11,2011,2011-01-11,3
16545,12,2012,2012-01-06,1
16545,13,2013,2013-01-06,1
16547,4,2004,2004-01-19,1
16547,5,2005,2005-01-26,3
16547,6,2006,2006-01-31,4
16547,7,2007,2007-02-04,6
16547,8,2008,2008-02-09,NA
16547,9,2009,2009-02-12,NA
16547,10,2010,NA,NA
16547,11,2011,NA,NA
16547,12,2012,2012-02-05,NA
16547,13,2013,2013-02-13,NA
16547,14,2014,NA,NA
16547,17,2017,NA,NA
16547,20,2020,NA,NA
16547,21,2021,2021-01-28,4
16553,4,2004,2004-01-19,2
16553,5,2005,2005-01-23,3
16553,6,2006,2006-01-28,1
16553,7,2007,2007-01-21,2
16553,8,2008,NA,NA
16553,9,2009,2009-01-03,3
16553,10,2010,2009-12-31,2
16553,11,2011,2010-12-30,3
16553,12,2012,2011-12-31,1
16563,4,2004,NA,NA
16563,5,2005,2005-01-23,8
16563,6,2006,2006-01-21,NA
16563,7,2007,2007-01-26,1
16563,8,2008,2008-02-15,NA
16563,9,2009,NA,NA
16563,10,2010,2010-01-20,1
16563,13,2013,2013-02-11,NA
16578,4,2004,2004-02-14,NA
16579,4,2004,2004-02-07,NA
16586,7,2007,NA,NA
16586,8,2008,NA,NA
16590,10,2010,2010-01-27,NA
16601,4,2004,2004-01-11,2
16601,5,2005,2005-01-23,NA
16608,4,2004,2004-02-01,9
16608,5,2005,2005-02-09,1
16608,6,2006,NA,NA
16608,7,2007,2007-01-16,5
16608,8,2008,2008-01-19,NA
16608,9,2009,NA,NA
16608,10,2010,2010-01-19,1
16608,11,2011,2011-02-10,21
16608,12,2012,2012-01-17,1
16608,13,2013,2013-01-16,1
16608,14,2014,NA,NA
16608,15,2015,2015-01-27,7
16608,16,2016,NA,NA
16608,17,2017,2017-01-10,1
16608,18,2018,2018-02-04,21
16608,19,2019,NA,NA
16638,5,2005,2005-02-26,25
16644,5,2005,2005-01-18,NA
16644,10,2010,2010-01-10,NA
16645,4,2004,2004-01-02,2
16645,7,2007,2007-01-02,5
16645,9,2009,NA,NA
16652,6,2006,NA,NA
16672,4,2004,NA,NA
16675,6,2006,2006-02-06,35
16677,4,2004,2004-02-08,16
16695,7,2007,2007-02-15,NA
16703,3,2003,2003-02-03,NA
16710,4,2004,2004-01-10,NA
16710,5,2005,NA,NA
16710,7,2007,2007-01-25,NA
16710,9,2009,2009-02-02,NA
16718,4,2004,2004-01-18,1
16718,6,2006,2006-02-04,2
16718,8,2008,2008-01-14,2
16718,10,2010,2010-01-22,21
16728,4,2007,2007-01-27,6
16728,5,2008,2008-01-24,1
16728,6,2009,NA,NA
16728,7,2010,2010-01-22,2
16728,8,2011,NA,NA
16728,9,2012,2012-02-06,NA
16729,3,2006,NA,NA
16729,4,2007,2007-01-17,NA
16729,5,2008,2008-01-30,9
16729,6,2009,2009-01-31,17
16729,7,2010,2010-01-26,NA
16729,8,2011,2011-01-20,NA
16729,9,2012,2012-01-14,1
16732,3,2003,2003-01-27,9
16747,2004,2004,2004-01-18,1
16747,2005,2005,2005-01-20,1
16747,2006,2006,2006-01-27,6
16747,2008,2008,NA,NA
16755,4,2004,2004-01-20,1
16755,6,2006,NA,NA
16755,10,2010,2010-01-14,3
16758,4,2004,2004-01-16,NA
16758,6,2006,2006-01-13,NA
16758,8,2008,2008-01-30,8
16758,10,2010,2010-01-10,1
16758,11,2011,2011-01-24,2
16758,12,2012,NA,NA
16758,13,2013,2013-01-12,1
16758,14,2014,NA,NA
16758,15,2015,2015-01-07,5
16758,16,2016,NA,NA
16774,4,2005,2005-01-19,1
16774,5,2006,NA,NA
16774,6,2007,2007-01-07,6
16774,7,2008,NA,NA
16774,8,2009,2009-01-10,2
16774,10,2011,2011-01-12,2
16774,11,2012,2012-01-18,8
16774,13,2014,2014-01-27,13
16774,17,2018,2018-01-13,12
16792,5,2005,2005-01-19,16
16792,6,2006,2006-01-15,1
16792,7,2007,NA,NA
16792,8,2008,NA,NA
16792,9,2009,2009-01-20,2
16792,10,2010,2010-01-20,NA
16792,11,2011,2011-01-20,1
16792,12,2012,2012-01-22,1
16792,13,2013,2013-01-23,1
16792,14,2014,2014-01-21,1
16792,15,2015,2015-01-27,NA
16792,16,2016,2016-01-25,4
16792,17,2017,NA,NA
16817,4,2004,2004-02-01,NA
16817,5,2005,2005-02-07,6
16832,3,2003,2003-01-26,3
16843,4,2004,2004-01-05,6
16843,5,2005,2005-01-10,NA
16843,6,2006,2006-01-04,4
16843,7,2007,NA,NA
16878,5,2005,2005-01-27,NA
16878,7,2007,2007-01-24,1
16878,8,2008,2008-02-02,NA
16880,5,2005,2005-01-10,4
16945,4,2005,NA,NA
16945,5,2006,2006-01-21,1
16945,6,2007,2007-01-24,2
16945,7,2008,NA,NA
16945,8,2009,2009-01-25,1
16945,9,2010,2010-01-25,1
16945,10,2011,2011-01-23,1
16945,11,2012,2012-01-23,1
16959,6,2007,2007-01-22,NA
16963,3,2004,NA,NA
16963,4,2005,NA,NA
16963,5,2006,2006-01-24,NA
16963,6,2007,NA,NA
16963,7,2008,2008-01-30,NA
16968,5,2006,NA,NA
16968,6,2007,2007-01-26,1
16971,4,2005,2005-01-25,NA
16971,5,2006,2006-01-20,4
16971,6,2007,2007-01-22,3
16971,7,2008,2008-02-01,9
16971,8,2009,2009-01-12,4
16971,9,2010,2010-01-17,2
16971,10,2011,2011-02-03,NA
16971,11,2012,2012-01-29,7
16971,12,2013,2013-01-29,NA
16971,13,2014,2014-01-16,1
16971,14,2015,2015-01-24,7
16971,15,2016,NA,NA
16971,16,2017,NA,NA
17002,4,2005,2005-02-21,NA
17002,6,2007,NA,NA
17002,9,2010,2010-02-17,26
17002,11,2012,2012-02-16,NA
17002,14,2015,NA,NA
17002,16,2017,2017-01-27,1
17002,17,2018,NA,NA
17002,18,2019,2019-03-01,NA
17002,19,2020,NA,NA
17002,22,2023,2023-02-06,6
17002,23,2024,2024-02-23,NA
17003,3,2004,2004-01-21,11
17045,4,2005,2005-01-12,NA
17045,5,2006,2006-01-08,1
17045,7,2008,NA,NA
17071,3,2008,NA,NA
17071,5,2010,NA,NA
17071,6,2011,2011-01-11,NA
17071,7,2012,2012-01-26,2
17071,8,2013,2013-01-26,NA
17071,9,2014,2014-01-21,6
17071,10,2015,NA,NA
17071,11,2016,2016-01-14,1
17071,12,2017,NA,NA
17071,13,2018,2018-01-23,NA
17071,14,2019,NA,NA
17071,15,2020,NA,NA
17071,16,2021,2021-01-10,2
17071,17,2022,2022-01-06,1
17071,18,2023,2023-01-08,1
17080,4,2009,2009-01-09,2
17080,5,2010,NA,NA
17080,6,2011,2011-01-10,1
17080,7,2012,2012-01-16,NA
17080,8,2013,NA,NA
17080,9,2014,2014-01-16,1
17080,10,2015,2015-01-24,1
17080,11,2016,2016-01-27,1
17080,12,2017,2017-01-30,2
17080,13,2018,NA,NA
17080,14,2019,NA,NA
17081,7,2012,2012-02-08,NA
17087,3,2008,NA,NA
17087,4,2009,2009-01-22,2
17087,5,2010,2010-01-31,4
17087,6,2011,2011-02-03,6
17087,7,2012,2012-01-29,1
17087,8,2013,2013-01-28,1
17087,9,2014,2014-01-21,1
17087,10,2015,2015-01-19,2
17087,11,2016,2016-01-21,8
17087,12,2017,NA,NA
17087,13,2018,2018-01-15,2
17087,14,2019,2019-01-20,4
17094,3,2008,NA,NA
17094,4,2009,2009-01-07,10
17094,5,2010,2010-01-06,1
17094,6,2011,2011-01-07,1
17094,7,2012,2012-01-08,1
17094,8,2013,2013-01-08,1
17094,9,2014,2014-01-04,1
17094,10,2015,NA,NA
17101,4,2009,NA,NA
17118,6,2011,NA,NA
17141,6,2011,NA,NA
17147,11,2016,NA,NA
17159,4,2009,2009-01-10,1
17159,5,2010,2010-01-20,1
17166,3,2008,NA,NA
17172,5,2010,NA,NA
17188,4,2009,NA,NA
17188,5,2010,NA,NA
17188,6,2011,2010-12-30,3
17188,7,2012,NA,NA
17204,5,2010,2010-01-31,NA
17210,3,2008,NA,NA
17210,4,2009,NA,NA
17210,5,2010,2010-01-06,3
17210,6,2011,NA,NA
17210,7,2012,2012-01-08,1
17210,8,2013,2013-01-09,1
17210,9,2014,2014-01-12,2
17210,10,2015,2015-01-11,1
17210,11,2016,2016-01-13,1
17210,12,2017,NA,NA
17217,3,2008,NA,NA
17217,4,2009,NA,NA
17217,5,2010,2010-01-30,2
17250,3,2008,NA,NA
17250,4,2009,NA,NA
17250,5,2010,NA,NA
17250,6,2011,NA,NA
17250,7,2012,NA,NA
17258,3,2008,NA,NA
17258,4,2009,2009-01-12,2
17258,5,2010,2010-01-22,1
17258,6,2011,2011-01-25,1
17258,7,2012,2012-01-23,1
17258,8,2013,2013-01-28,4
17258,9,2014,2014-01-26,1
17258,10,2015,2015-01-30,1
17258,11,2016,2016-02-02,12
17258,12,2017,NA,NA
17258,13,2018,2018-01-07,3
17258,14,2019,2019-01-16,4
17258,15,2020,2020-01-29,2
17258,16,2021,2021-01-30,2
17258,17,2022,2022-01-23,3
17258,18,2023,2023-02-06,1
17258,19,2024,2024-02-06,3
17258,20,2025,NA,NA
17281,3,2008,2008-02-04,NA
17281,4,2009,2009-02-09,14
17281,5,2010,2010-01-27,2
17281,6,2011,NA,NA
17302,4,2009,NA,NA
17302,5,2010,NA,NA
17302,6,2011,NA,NA
17302,7,2012,NA,NA
17302,8,2013,2012-12-27,5
17302,9,2014,2014-01-03,2
17302,10,2015,2015-01-05,3
17302,11,2016,2016-01-04,1
17302,12,2017,2017-01-12,1
17302,13,2018,2018-01-11,NA
17302,14,2019,2019-01-27,NA
17302,15,2020,NA,NA
17302,16,2021,2020-12-29,1
17302,17,2022,2022-01-04,1
17302,18,2023,NA,NA
17302,19,2024,2023-12-30,1
17302,20,2025,NA,NA
17306,3,2008,NA,NA
17306,4,2009,2009-01-09,1
17306,5,2010,2010-01-10,2
17306,6,2011,NA,NA
17333,3,2008,NA,NA
17333,4,2009,2009-02-09,NA
17333,5,2010,2010-01-30,10
17333,6,2011,2011-01-11,NA
17333,7,2012,2012-01-18,1
17333,8,2013,2013-01-26,NA
17333,9,2014,NA,NA
17352,4,2009,2009-01-06,2
